site,date,tmax,tmin,prcp,S1 Tmax,S1 Tmin,S1 Prcp,S2 Tmax,S2 Tmin,S2 Prcp,S3 Tmax,S3 Tmin,S3 Prcp
2021 Colusa NWR 27-2,2021-01-13,62.0,50.0,0.0,62.0,50.0,0.0,67.0,47.0,0.0,58.0,51.0,0.0
2021 Colusa NWR 27-2,2021-01-14,70.0,45.0,0.0,67.0,47.0,0.0,74.0,45.0,0.01,70.0,41.0,0.0
2021 Colusa NWR 27-2,2021-01-15,69.0,45.0,0.0,69.0,49.0,0.0,72.0,40.0,0.01,60.0,45.0,0.0
2021 Colusa NWR 27-2,2021-01-16,70.0,44.0,0.0,70.0,52.0,0.0,76.0,44.0,0.0,69.0,43.0,0.0
2021 Colusa NWR 27-2,2021-01-17,76.0,49.0,0.0,76.0,57.0,0.0,83.0,49.0,0.0,74.0,44.0,0.0
2021 Colusa NWR 27-2,2021-01-18,76.0,54.0,0.0,69.0,54.0,0.0,76.0,60.0,0.0,77.0,50.0,0.0
2021 Colusa NWR 27-2,2021-01-19,64.0,49.0,0.0,58.0,44.0,0.0,64.0,52.0,0.0,75.0,49.0,0.0
2021 Colusa NWR 27-2,2021-01-20,66.0,38.0,0.0,62.0,43.0,0.0,67.0,35.0,0.0,66.0,38.0,0.0
2021 Colusa NWR 27-2,2021-01-21,64.0,37.0,0.0,57.0,40.0,0.0,65.0,30.0,0.0,64.0,37.0,0.0
2021 Colusa NWR 27-2,2021-01-22,53.0,42.0,0.16,46.0,40.0,0.16,53.0,42.0,0.24,61.0,45.0,0.02
2021 Colusa NWR 27-2,2021-01-23,59.0,37.0,0.0,54.0,37.0,0.0,59.0,34.0,0.01,61.0,37.0,0.0
2021 Colusa NWR 27-2,2021-01-24,48.0,33.0,0.07,46.0,33.0,0.25,48.0,33.0,0.07,60.0,36.0,0.0
2021 Colusa NWR 27-2,2021-01-25,51.0,31.0,0.0,47.0,28.0,0.0,51.0,31.0,0.0,57.0,41.0,0.27
2021 Colusa NWR 27-2,2021-01-26,43.0,26.0,0.3,40.0,25.0,0.3,43.0,26.0,1.63,55.0,31.0,0.0
2021 Colusa NWR 27-2,2021-01-27,51.0,42.0,0.87,46.0,38.0,1.33,51.0,42.0,0.76,51.0,47.0,0.87
2021 Colusa NWR 27-2,2021-01-28,50.0,38.0,0.8,46.0,38.0,0.8,55.0,38.0,0.47,50.0,45.0,1.13
2021 Colusa NWR 27-2,2021-01-29,51.0,39.0,0.0,47.0,39.0,0.0,55.0,38.0,0.0,51.0,44.0,0.3
2021 Colusa NWR 27-2,2021-01-30,57.0,40.0,0.0,51.0,40.0,0.0,57.0,40.0,0.0,60.0,44.0,0.0
2021 Colusa NWR 27-2,2021-01-31,63.0,42.0,0.02,56.0,42.0,0.04,63.0,42.0,0.02,63.0,49.0,0.0
2021 Colusa NWR 27-2,2021-02-01,59.0,45.5,0.0,54.0,43.0,0.0,,,,64.0,48.0,0.0
2021 Colusa NWR 27-2,2021-02-02,57.0,46.5,1.01,52.0,41.0,0.88,,,,62.0,52.0,1.14
2021 Colusa NWR 27-2,2021-02-03,52.5,36.5,0.0,46.0,31.0,0.0,,,,59.0,42.0,0.0
2021 Colusa NWR 27-2,2021-02-04,63.0,39.0,0.02,60.0,38.0,0.04,,,,66.0,40.0,0.0
2021 Colusa NWR 27-2,2021-02-05,64.0,41.5,0.0,64.0,45.0,0.0,,,,64.0,38.0,0.0
2021 Colusa NWR 27-2,2021-02-06,67.0,41.5,0.0,69.0,46.0,0.0,,,,65.0,37.0,0.0
2021 Colusa NWR 27-2,2021-02-07,65.0,41.5,0.0,66.0,45.0,0.0,,,,64.0,38.0,0.0
2021 Colusa NWR 27-2,2021-02-08,61.5,43.5,0.0,58.0,43.0,0.0,,,,65.0,44.0,0.0
2021 Colusa NWR 27-2,2021-02-09,61.0,46.5,0.0,57.0,44.0,0.0,,,,65.0,49.0,0.0
2021 Colusa NWR 27-2,2021-02-10,63.0,43.5,0.0,61.0,42.0,0.0,,,,65.0,45.0,0.0
2021 Colusa NWR 27-2,2021-02-11,57.5,44.5,0.22,50.0,43.0,0.23,,,,65.0,46.0,0.2
2021 Colusa NWR 27-2,2021-02-12,58.0,43.5,0.41,54.0,38.0,0.32,,,,62.0,49.0,0.5
2021 Colusa NWR 27-2,2021-02-13,60.0,44.5,0.09,55.0,39.0,0.0,,,,65.0,50.0,0.18
2021 Colusa NWR 27-2,2021-02-14,56.0,39.0,0.2,48.0,36.0,0.39,,,,64.0,42.0,0.0
2021 Colusa NWR 27-2,2021-02-15,56.0,45.0,0.24,55.0,43.0,0.15,,,,57.0,47.0,0.32
2021 Colusa NWR 27-2,2021-02-16,58.0,41.5,0.0,54.0,34.0,0.0,,,,62.0,49.0,0.0
2021 Colusa NWR 27-2,2021-02-17,60.0,38.0,0.0,58.0,39.0,0.0,,,,62.0,37.0,0.0
2021 Colusa NWR 27-2,2021-02-18,58.5,40.0,0.0,55.0,43.0,0.0,,,,62.0,37.0,0.0
2021 Colusa NWR 27-2,2021-02-19,55.5,39.5,0.15,54.0,42.0,0.23,,,,57.0,37.0,0.06
2021 Colusa NWR 27-2,2021-02-20,57.5,43.0,0.09,55.0,40.0,0.18,,,,60.0,46.0,0.0
2021 Colusa NWR 27-2,2021-02-21,66.5,40.5,0.0,65.0,42.0,0.0,,,,68.0,39.0,0.0
2021 Colusa NWR 27-2,2021-02-22,69.0,45.0,0.0,70.0,48.0,0.0,,,,68.0,42.0,0.0
2021 Colusa NWR 27-2,2021-02-23,72.0,46.0,0.0,71.0,50.0,0.0,,,,73.0,42.0,0.0
2021 Colusa NWR 27-2,2021-02-24,66.5,42.0,0.0,63.0,46.0,0.0,,,,70.0,38.0,0.0
2021 Colusa NWR 27-2,2021-02-25,65.5,44.0,0.0,65.0,43.0,0.0,,,,66.0,45.0,0.0
2021 Colusa NWR 27-2,2021-02-26,63.5,39.5,0.0,60.0,41.0,0.0,,,,67.0,38.0,0.0
2021 Colusa NWR 27-2,2021-02-27,62.5,38.5,0.0,59.0,40.0,0.0,,,,66.0,37.0,0.0
2021 Colusa NWR 27-2,2021-02-28,64.0,43.5,0.0,62.0,43.0,0.0,,,,66.0,44.0,0.0
2021 Colusa NWR 27-2,2021-03-01,63.0,41.5,0.0,58.0,40.0,0.0,,,,68.0,43.0,0.0
2021 Colusa NWR 27-2,2021-03-02,68.0,41.5,0.0,64.0,43.0,0.0,,,,72.0,40.0,0.0
2021 Colusa NWR 27-2,2021-03-03,68.0,53.5,0.0,64.0,41.0,0.0,,,,72.0,66.0,0.0
2021 Colusa NWR 27-2,2021-03-04,65.5,40.0,0.0,58.0,39.0,0.0,,,,73.0,41.0,0.0
2021 Colusa NWR 27-2,2021-03-05,62.5,42.5,0.0,58.0,37.0,0.0,,,,67.0,48.0,0.0
2021 Colusa NWR 27-2,2021-03-06,61.5,41.0,0.2,55.0,36.0,0.26,,,,68.0,46.0,0.15
2021 Colusa NWR 27-2,2021-03-07,62.0,37.0,0.0,59.0,33.0,0.0,,,,65.0,41.0,0.0
2021 Colusa NWR 27-2,2021-03-08,56.5,42.5,0.0,48.0,36.0,0.0,,,,65.0,49.0,0.0
2021 Colusa NWR 27-2,2021-03-09,51.5,39.0,0.18,46.0,35.0,0.25,,,,57.0,43.0,0.1
2021 Colusa NWR 27-2,2021-03-10,48.0,37.5,0.8,46.0,34.0,0.05,,,,50.0,41.0,1.54
2021 Colusa NWR 27-2,2021-03-11,57.5,34.5,0.42,54.0,33.0,0.75,,,,61.0,36.0,0.1
2021 Colusa NWR 27-2,2021-03-12,67.5,40.5,0.0,65.0,43.0,0.0,,,,70.0,38.0,0.0
2021 Colusa NWR 27-2,2021-03-13,63.5,38.5,0.0,57.0,35.0,0.0,,,,70.0,42.0,0.0
2021 Colusa NWR 27-2,2021-03-14,56.0,38.5,0.06,46.0,36.0,0.11,,,,66.0,41.0,0.0
2021 Colusa NWR 27-2,2021-03-15,53.0,37.0,0.43,49.0,33.0,0.33,,,,57.0,41.0,0.53
2021 Colusa NWR 27-2,2021-03-16,55.5,33.5,0.0,52.0,31.0,0.0,,,,59.0,36.0,0.0
2021 Colusa NWR 27-2,2021-03-17,54.5,39.5,0.0,49.0,34.0,0.0,,,,60.0,45.0,0.0
2021 Colusa NWR 27-2,2021-03-18,53.0,45.0,0.66,47.0,41.0,0.7,,,,59.0,49.0,0.63
2021 Colusa NWR 27-2,2021-03-19,59.0,45.5,0.24,55.0,42.0,0.08,,,,63.0,49.0,0.4
2021 Colusa NWR 27-2,2021-03-20,57.5,38.5,0.0,53.0,33.0,0.0,,,,62.0,44.0,0.0
2021 Colusa NWR 27-2,2021-03-21,65.0,40.0,0.0,62.0,40.0,0.0,,,,68.0,40.0,0.0
2021 Colusa NWR 27-2,2021-03-22,64.0,39.0,0.0,60.0,37.0,0.0,,,,68.0,41.0,0.0
2021 Colusa NWR 27-2,2021-03-23,64.0,41.5,0.0,60.0,41.0,0.0,,,,68.0,42.0,0.0
2021 Colusa NWR 27-2,2021-03-24,67.0,46.0,0.0,65.0,46.0,0.0,67.0,51.0,0.0,71.0,46.0,0.0
2021 Colusa NWR 27-2,2021-03-25,68.0,42.0,0.0,61.0,37.0,0.0,72.0,42.0,0.0,68.0,45.0,0.0
2021 Colusa NWR 27-2,2021-03-26,70.0,41.0,0.0,70.0,44.0,0.0,67.0,41.0,0.0,70.0,41.0,0.0
2021 Colusa NWR 27-2,2021-03-27,73.0,46.0,0.0,72.0,48.0,0.0,77.0,39.0,0.0,73.0,46.0,0.0
2021 Colusa NWR 27-2,2021-03-28,78.0,47.0,0.0,72.0,47.0,0.0,78.0,40.0,0.0,78.0,48.0,0.0
2021 Colusa NWR 27-2,2021-03-29,76.0,44.0,0.0,68.0,44.0,0.0,79.0,40.0,0.0,76.0,47.0,0.0
2021 Colusa NWR 27-2,2021-03-30,75.0,44.0,0.0,74.0,49.0,0.0,76.0,43.0,0.0,75.0,44.0,0.0
2021 Colusa NWR 27-2,2021-03-31,80.0,51.0,0.0,75.0,51.0,0.0,81.0,53.0,0.0,80.0,45.0,0.0
2021 Colusa NWR 27-2,2021-04-01,82.0,47.0,0.0,76.0,47.0,0.0,83.0,39.0,0.0,82.0,56.0,0.0
2021 Colusa NWR 27-2,2021-04-02,83.0,44.0,0.0,71.0,44.0,0.0,86.0,39.0,0.0,83.0,60.0,0.0
2021 Colusa NWR 27-2,2021-04-03,77.0,41.0,0.0,68.0,41.0,0.0,77.0,39.0,0.0,81.0,46.0,0.0
2021 Colusa NWR 27-2,2021-04-04,64.0,44.0,0.0,62.0,43.0,0.0,64.0,45.0,0.0,73.0,44.0,0.0
2021 Colusa NWR 27-2,2021-04-05,69.0,43.0,0.0,63.0,41.0,0.0,69.0,43.0,0.0,71.0,47.0,0.0
2021 Colusa NWR 27-2,2021-04-06,67.0,45.0,0.0,67.0,40.0,0.0,67.0,45.0,0.0,73.0,46.0,0.0
2021 Colusa NWR 27-2,2021-04-07,71.0,44.0,0.0,63.0,41.0,0.0,71.0,44.0,0.0,75.0,46.0,0.0
2021 Colusa NWR 27-2,2021-04-08,69.0,38.0,0.0,69.0,37.0,0.0,68.0,38.0,0.0,74.0,42.0,0.0
2021 Colusa NWR 27-2,2021-04-09,75.0,41.0,0.0,68.0,41.0,0.0,75.0,38.0,0.0,76.0,46.0,0.0
2021 Colusa NWR 27-2,2021-04-10,73.0,43.0,0.0,71.0,39.0,0.0,73.0,43.0,0.0,78.0,46.0,0.0
2021 Colusa NWR 27-2,2021-04-11,79.0,46.0,0.0,74.0,46.0,0.0,79.0,40.0,0.0,80.0,48.0,0.0
2021 Colusa NWR 27-2,2021-04-12,78.0,48.0,0.0,73.0,49.0,0.0,78.0,41.0,0.0,83.0,48.0,0.0
2021 Colusa NWR 27-2,2021-04-13,78.0,41.0,0.0,68.0,41.0,0.0,78.0,39.0,0.0,84.0,48.0,0.0
2021 Colusa NWR 27-2,2021-04-14,74.0,43.0,0.0,63.0,43.0,0.0,74.0,40.0,0.0,78.0,46.0,0.0
2021 Colusa NWR 27-2,2021-04-15,71.0,41.0,0.0,66.0,39.0,0.0,71.0,41.0,0.0,74.0,48.0,0.0
2021 Colusa NWR 27-2,2021-04-16,71.0,43.0,0.0,69.0,43.0,0.0,71.0,40.0,0.0,83.0,48.0,0.0
2021 Colusa NWR 27-2,2021-04-17,78.0,46.0,0.0,78.0,46.0,0.0,76.0,40.0,0.0,85.0,49.0,0.0
2021 Colusa NWR 27-2,2021-04-18,83.0,52.0,0.0,81.0,52.0,0.0,83.0,41.0,0.0,89.0,58.0,0.0
2021 Colusa NWR 27-2,2021-04-19,85.0,49.0,0.0,74.0,49.0,0.0,89.0,45.0,0.0,85.0,57.0,0.0
2021 Colusa NWR 27-2,2021-04-20,83.0,45.0,0.0,69.0,45.0,0.0,83.0,45.0,0.0,84.0,54.0,0.0
2021 Colusa NWR 27-2,2021-04-21,75.0,45.0,0.0,68.0,43.0,0.0,75.0,45.0,0.0,85.0,56.0,0.0
2021 Colusa NWR 27-2,2021-04-22,76.0,46.0,0.0,63.0,43.0,0.0,76.0,46.0,0.0,83.0,49.0,0.0
2021 Colusa NWR 27-2,2021-04-23,67.0,46.0,0.0,67.0,43.0,0.0,66.0,46.0,0.0,78.0,48.0,0.0
2021 Colusa NWR 27-2,2021-04-24,74.0,46.0,0.0,57.0,43.0,0.0,74.0,46.0,0.0,76.0,59.0,0.0
2021 Colusa NWR 27-2,2021-04-25,65.0,48.0,0.15,54.0,40.0,0.15,65.0,48.0,0.0,68.0,49.0,0.34
2021 Colusa NWR 27-2,2021-04-26,62.0,38.0,0.0,57.0,33.0,0.0,62.0,38.0,0.07,69.0,45.0,0.0
2021 Colusa NWR 27-2,2021-04-27,73.0,42.0,0.0,73.0,42.0,0.0,65.0,39.0,0.0,77.0,49.0,0.0
2021 Colusa NWR 27-2,2021-04-28,79.0,49.0,0.0,78.0,49.0,0.0,79.0,39.0,0.0,85.0,52.0,0.0
2021 Colusa NWR 27-2,2021-04-29,86.0,50.0,0.0,81.0,50.0,0.0,86.0,44.0,0.0,89.0,54.0,0.0
2021 Colusa NWR 27-2,2021-04-30,85.0,50.0,0.0,76.0,50.0,0.0,85.0,47.0,0.0,88.0,56.0,0.0
2021 Colusa NWR 27-2,2021-05-01,81.0,46.0,0.0,73.0,45.0,0.0,81.0,46.0,0.0,86.0,49.0,0.0
2021 Colusa NWR 27-2,2021-05-02,82.0,48.0,0.0,77.0,47.0,0.0,82.0,48.0,0.0,84.0,52.0,0.0
2021 Colusa NWR 27-2,2021-05-03,84.0,53.0,0.0,84.0,57.0,0.0,82.0,49.0,0.0,87.0,53.0,0.0
2021 Colusa NWR 27-2,2021-05-04,90.0,55.0,0.0,82.0,57.0,0.0,90.0,54.0,0.0,90.0,55.0,0.0
2021 Colusa NWR 27-2,2021-05-05,88.0,51.0,0.0,84.0,48.0,0.0,88.0,51.0,0.0,91.0,56.0,0.0
2021 Colusa NWR 27-2,2021-05-06,92.0,47.0,0.0,73.0,44.0,0.0,92.0,47.0,0.0,92.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-07,78.0,46.0,0.0,73.0,43.0,0.0,78.0,46.0,0.0,86.0,53.0,0.0
2021 Colusa NWR 27-2,2021-05-08,82.0,53.0,0.0,82.0,53.0,0.0,79.0,47.0,0.0,88.0,53.0,0.0
2021 Colusa NWR 27-2,2021-05-09,88.0,58.0,0.0,79.0,58.0,0.0,88.0,56.0,0.0,88.0,59.0,0.0
2021 Colusa NWR 27-2,2021-05-10,86.0,54.0,0.0,85.0,58.0,0.0,86.0,54.0,0.0,90.0,54.0,0.0
2021 Colusa NWR 27-2,2021-05-11,90.0,58.0,0.0,84.0,59.0,0.0,92.0,49.0,0.0,90.0,58.0,0.0
2021 Colusa NWR 27-2,2021-05-12,90.0,51.0,0.0,83.0,51.0,0.0,90.0,49.0,0.0,93.0,58.0,0.0
2021 Colusa NWR 27-2,2021-05-13,87.0,46.0,0.0,77.0,43.0,0.0,87.0,46.0,0.0,92.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-14,81.0,46.0,0.0,72.0,43.0,0.0,81.0,46.0,0.0,93.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-15,82.0,47.0,0.0,66.0,44.0,0.0,82.0,47.0,0.0,88.0,53.0,0.0
2021 Colusa NWR 27-2,2021-05-16,75.0,49.0,0.0,68.0,44.0,0.0,75.0,49.0,0.0,79.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-17,70.0,48.0,0.0,70.0,43.0,0.0,70.0,48.0,0.0,80.0,54.0,0.0
2021 Colusa NWR 27-2,2021-05-18,76.0,47.0,0.0,76.0,44.0,0.0,75.0,47.0,0.0,83.0,54.0,0.0
2021 Colusa NWR 27-2,2021-05-19,83.0,45.0,0.0,68.0,43.0,0.0,83.0,45.0,0.0,84.0,54.0,0.0
2021 Colusa NWR 27-2,2021-05-20,74.0,40.0,0.0,61.0,33.0,0.0,74.0,40.0,0.0,77.0,46.0,0.0
2021 Colusa NWR 27-2,2021-05-21,70.0,43.0,0.0,68.0,43.0,0.0,70.0,41.0,0.05,75.0,46.0,0.0
2021 Colusa NWR 27-2,2021-05-22,75.0,45.0,0.0,67.0,45.0,0.0,75.0,44.0,0.0,76.0,49.0,0.0
2021 Colusa NWR 27-2,2021-05-23,75.0,45.0,0.0,70.0,43.0,0.0,75.0,45.0,0.0,78.0,52.0,0.0
2021 Colusa NWR 27-2,2021-05-24,78.0,47.0,0.0,78.0,47.0,0.0,77.0,46.0,0.0,85.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-25,85.0,50.0,0.0,76.0,50.0,0.0,85.0,50.0,0.0,88.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-26,82.0,50.0,0.0,78.0,50.0,0.0,82.0,48.0,0.0,88.0,56.0,0.0
2021 Colusa NWR 27-2,2021-05-27,85.0,46.0,0.0,79.0,43.0,0.0,85.0,46.0,0.0,88.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-28,87.0,50.0,0.0,78.0,49.0,0.0,87.0,50.0,0.0,89.0,58.0,0.0
2021 Colusa NWR 27-2,2021-05-29,85.0,49.0,0.0,75.0,45.0,0.0,85.0,49.0,0.0,91.0,59.0,0.0
2021 Colusa NWR 27-2,2021-05-30,90.0,49.0,0.0,90.0,48.0,0.0,84.0,49.0,0.0,95.0,57.0,0.0
2021 Colusa NWR 27-2,2021-05-31,95.0,63.0,0.0,93.0,63.0,0.0,95.0,52.0,0.0,101.0,64.0,0.0
2021 Colusa NWR 27-2,2021-06-01,100.0,55.0,0.0,85.0,52.0,0.0,100.0,55.0,0.0,104.0,60.0,0.0
2021 Colusa NWR 27-2,2021-06-02,93.0,51.0,0.0,89.0,51.0,0.0,93.0,49.0,0.0,102.0,63.0,0.0
2021 Colusa NWR 27-2,2021-06-03,89.0,52.0,0.0,82.0,52.0,0.0,89.0,50.0,0.0,99.0,62.0,0.0
2021 Colusa NWR 27-2,2021-06-04,97.0,53.0,0.0,83.0,48.0,0.0,97.0,53.0,0.0,100.0,69.0,0.0
2021 Colusa NWR 27-2,2021-06-05,92.0,51.0,0.0,81.0,50.0,0.0,92.0,51.0,0.0,98.0,61.0,0.0
2021 Colusa NWR 27-2,2021-06-06,90.0,52.0,0.0,73.0,45.0,0.0,90.0,52.0,0.0,94.0,57.0,0.0
2021 Colusa NWR 27-2,2021-06-07,91.0,49.0,0.0,68.0,43.0,0.0,92.0,49.0,0.0,91.0,54.0,0.0
2021 Colusa NWR 27-2,2021-06-08,81.0,46.0,0.0,68.0,42.0,0.0,81.0,46.0,0.0,83.0,56.0,0.0
2021 Colusa NWR 27-2,2021-06-09,73.0,44.0,0.0,64.0,39.0,0.0,73.0,44.0,0.0,81.0,51.0,0.0
2021 Colusa NWR 27-2,2021-06-10,72.0,44.0,0.0,69.0,40.0,0.0,72.0,44.0,0.0,76.0,50.0,0.0
2021 Colusa NWR 27-2,2021-06-11,76.0,47.0,0.0,69.0,45.0,0.0,76.0,47.0,0.0,80.0,56.0,0.0
2021 Colusa NWR 27-2,2021-06-12,79.0,52.0,0.0,79.0,53.0,0.0,77.0,50.0,0.0,88.0,52.0,0.0
2021 Colusa NWR 27-2,2021-06-13,86.0,59.0,0.0,77.0,56.0,0.0,86.0,59.0,0.0,92.0,62.0,0.0
2021 Colusa NWR 27-2,2021-06-14,85.0,62.0,0.0,74.0,55.0,0.0,85.0,62.0,0.0,90.0,63.0,0.0
2021 Colusa NWR 27-2,2021-06-15,84.0,50.0,0.0,84.0,45.0,0.0,82.0,50.0,0.0,88.0,56.0,0.0
2021 Colusa NWR 27-2,2021-06-16,92.0,56.0,0.0,92.0,58.0,0.0,90.0,52.0,0.0,95.0,56.0,0.0
2021 Colusa NWR 27-2,2021-06-17,99.0,62.0,0.0,99.0,65.0,0.0,99.0,57.0,0.0,104.0,62.0,0.0
2021 Colusa NWR 27-2,2021-06-18,105.0,62.0,0.0,99.0,62.0,0.0,105.0,59.0,0.0,107.0,68.0,0.0
2021 Colusa NWR 27-2,2021-06-19,107.0,60.0,0.0,88.0,60.0,0.0,107.0,58.0,0.0,110.0,67.0,0.0
2021 Colusa NWR 27-2,2021-06-20,96.0,56.0,0.0,89.0,56.0,0.0,96.0,54.0,0.0,105.0,66.0,0.0
2021 Colusa NWR 27-2,2021-06-21,93.0,55.0,0.0,75.0,49.0,0.0,93.0,55.0,0.0,102.0,64.0,0.0
2021 Colusa NWR 27-2,2021-06-22,78.0,55.0,0.0,71.0,50.0,0.0,78.0,55.0,0.0,95.0,62.0,0.0
2021 Colusa NWR 27-2,2021-06-23,75.0,57.0,0.0,75.0,48.0,0.0,74.0,57.0,0.0,91.0,62.0,0.0
2021 Colusa NWR 27-2,2021-06-24,79.0,54.0,0.0,78.0,48.0,0.0,79.0,54.0,0.0,89.0,62.0,0.0
2021 Colusa NWR 27-2,2021-06-25,85.0,54.0,0.0,85.0,51.0,0.0,81.0,54.0,0.0,92.0,63.0,0.0
2021 Colusa NWR 27-2,2021-06-26,92.0,54.0,0.0,92.0,53.0,0.0,90.0,54.0,0.0,98.0,64.0,0.0
2021 Colusa NWR 27-2,2021-06-27,96.0,55.0,0.0,87.0,55.0,0.0,96.0,55.0,0.0,104.0,68.0,0.0
2021 Colusa NWR 27-2,2021-06-28,92.0,56.0,0.0,85.0,56.0,0.0,92.0,56.0,0.0,101.0,67.0,0.0
2021 Colusa NWR 27-2,2021-06-29,89.0,57.0,0.0,88.0,55.0,0.0,89.0,57.0,0.0,103.0,65.0,0.0
2021 Colusa NWR 27-2,2021-06-30,98.0,59.0,0.0,79.0,55.0,0.0,98.0,59.0,0.0,101.0,66.0,0.0
2021 Colusa NWR 27-2,2021-07-01,90.0,57.0,0.0,79.0,51.0,0.0,90.0,57.0,0.0,97.0,64.0,0.0
2021 Colusa NWR 27-2,2021-07-02,88.0,56.0,0.0,83.0,49.0,0.0,88.0,56.0,0.0,97.0,64.0,0.0
2021 Colusa NWR 27-2,2021-07-03,92.0,54.0,0.0,82.0,49.0,0.0,92.0,54.0,0.0,99.0,65.0,0.0
2021 Colusa NWR 27-2,2021-07-04,86.0,55.0,0.0,81.0,50.0,0.0,86.0,55.0,0.0,99.0,69.0,0.0
2021 Colusa NWR 27-2,2021-07-05,84.0,55.0,0.0,84.0,50.0,0.0,84.0,55.0,0.0,98.0,63.0,0.0
2021 Colusa NWR 27-2,2021-07-06,86.0,51.0,0.0,85.0,49.0,0.0,87.0,53.0,0.0,,,0.0
2021 Colusa NWR 27-2,2021-07-07,89.0,51.0,0.0,85.0,51.0,0.0,89.0,50.0,0.0,95.0,62.0,0.0
2021 Colusa NWR 27-2,2021-07-08,94.0,53.0,0.0,94.0,53.0,0.0,93.0,52.0,0.0,101.0,62.0,0.0
2021 Colusa NWR 27-2,2021-07-09,100.0,65.0,0.0,98.0,65.0,0.0,100.0,55.0,0.0,106.0,69.0,0.0
2021 Colusa NWR 27-2,2021-07-10,104.0,65.0,0.0,101.0,65.0,0.0,104.0,59.0,0.0,110.0,71.0,0.0
2021 Colusa NWR 27-2,2021-07-11,109.0,57.0,0.0,91.0,55.0,0.0,109.0,57.0,0.0,112.0,71.0,0.0
2021 Colusa NWR 27-2,2021-07-12,98.0,51.0,0.0,83.0,50.0,0.0,98.0,52.0,0.0,107.0,,0.0
2021 Colusa NWR 27-2,2021-07-13,92.0,53.0,0.0,75.0,49.0,0.0,92.0,53.0,0.0,99.0,62.0,0.0
2021 Colusa NWR 27-2,2021-07-14,86.0,53.0,0.0,79.0,47.0,0.0,86.0,53.0,0.0,94.0,60.0,0.0
2021 Colusa NWR 27-2,2021-07-15,85.0,53.0,0.0,75.0,48.0,0.0,85.0,53.0,0.0,94.0,62.0,0.0
2021 Colusa NWR 27-2,2021-07-16,84.0,53.0,0.0,83.0,45.0,0.0,84.0,53.0,0.0,94.0,59.0,0.0
2021 Colusa NWR 27-2,2021-07-17,90.0,55.0,0.0,88.0,55.0,0.0,90.0,53.0,0.0,97.0,62.0,0.0
2021 Colusa NWR 27-2,2021-07-18,92.0,60.0,0.0,89.0,60.0,0.0,92.0,55.0,0.0,101.0,64.0,0.0
2021 Colusa NWR 27-2,2021-07-19,97.0,56.0,0.0,86.0,56.0,0.0,97.0,56.0,0.0,101.0,69.0,0.0
2021 Colusa NWR 27-2,2021-07-20,96.0,56.0,0.0,85.0,52.0,0.0,96.0,56.0,0.0,99.0,66.0,0.0
2021 Colusa NWR 27-2,2021-07-21,94.0,54.0,0.0,84.0,51.0,0.0,94.0,54.0,0.0,98.0,60.0,0.0
2021 Colusa NWR 27-2,2021-07-22,94.0,55.0,0.0,85.0,53.0,0.0,94.0,55.0,0.0,97.0,61.0,0.0
2021 Colusa NWR 27-2,2021-07-23,93.0,57.0,0.0,90.0,57.0,0.0,93.0,54.0,0.0,100.0,61.0,0.0
2021 Colusa NWR 27-2,2021-07-24,95.0,58.0,0.0,90.0,58.0,0.0,95.0,54.0,0.0,99.0,62.0,0.0
2021 Colusa NWR 27-2,2021-07-25,96.0,54.0,0.0,87.0,54.0,0.0,96.0,53.0,0.0,103.0,66.0,0.0
2021 Colusa NWR 27-2,2021-07-26,92.0,54.0,0.0,77.0,54.0,0.0,92.0,53.0,0.0,98.0,68.0,0.0
2021 Colusa NWR 27-2,2021-07-27,89.0,58.0,0.0,89.0,58.0,0.0,82.0,53.0,0.0,90.0,69.0,0.0
2021 Colusa NWR 27-2,2021-07-28,96.0,61.0,0.0,93.0,61.0,0.0,96.0,55.0,0.0,102.0,61.0,0.0
2021 Colusa NWR 27-2,2021-07-29,99.0,62.0,0.0,91.0,62.0,0.0,99.0,58.0,0.0,103.0,68.0,0.0
2021 Colusa NWR 27-2,2021-07-30,98.0,60.0,0.0,92.0,60.0,0.0,98.0,58.0,0.0,104.0,69.0,0.0
2021 Colusa NWR 27-2,2021-07-31,98.0,56.0,0.0,85.0,56.0,0.0,98.0,55.0,0.0,104.0,66.0,0.0
2021 Colusa NWR 27-2,2021-08-01,89.0,56.0,0.0,82.0,54.0,0.0,89.0,56.0,0.0,99.0,64.0,0.0
2021 Colusa NWR 27-2,2021-08-02,86.0,55.0,0.0,86.0,46.0,0.0,86.0,55.0,0.0,102.0,62.0,0.0
2021 Colusa NWR 27-2,2021-08-03,91.0,55.0,0.0,91.0,55.0,0.0,87.0,50.0,0.0,97.0,61.0,0.0
2021 Colusa NWR 27-2,2021-08-04,95.0,54.0,0.0,86.0,54.0,0.0,95.0,52.0,0.0,102.0,62.0,0.0
2021 Colusa NWR 27-2,2021-08-05,94.0,55.0,0.0,80.0,50.0,0.0,94.0,55.0,0.0,99.0,57.0,0.0
