site,date,tmax,tmin,prcp,S1 Tmax,S1 Tmin,S1 Prcp,S2 Tmax,S2 Tmin,S2 Prcp,S3 Tmax,S3 Tmin,S3 Prcp
2018 SJWA-rose-2,2018-07-04,93.0,58.0,0.0,93.0,56.0,0.0,93.0,58.0,0.0,88.0,59.0,0.0
2018 SJWA-rose-2,2018-07-05,103.0,60.0,0.0,103.0,63.0,0.0,103.0,60.0,0.0,100.0,56.0,0.0
2018 SJWA-rose-2,2018-07-06,114.0,73.0,0.0,113.0,75.0,0.0,114.0,70.0,0.0,114.0,73.0,0.0
2018 SJWA-rose-2,2018-07-07,104.0,79.0,0.0,102.0,79.0,0.15,108.0,80.0,0.0,104.0,77.0,0.0
2018 SJWA-rose-2,2018-07-08,103.0,74.0,0.0,103.0,77.0,0.0,104.0,74.0,0.0,98.0,72.0,0.0
2018 SJWA-rose-2,2018-07-09,94.0,74.0,0.0,94.0,74.0,0.0,98.0,75.0,0.0,93.0,69.0,0.0
2018 SJWA-rose-2,2018-07-10,91.0,73.0,0.0,93.0,73.0,0.0,91.0,77.0,0.0,86.0,66.0,0.07
2018 SJWA-rose-2,2018-07-11,95.0,69.0,0.0,95.0,69.0,0.0,96.0,70.0,0.3,92.0,64.0,0.0
2018 SJWA-rose-2,2018-07-12,95.0,70.0,0.0,95.0,70.0,0.0,98.0,70.0,0.0,88.0,64.0,0.0
2018 SJWA-rose-2,2018-07-13,98.0,68.0,0.0,98.0,68.0,0.0,99.0,70.0,0.0,89.0,63.0,0.0
2018 SJWA-rose-2,2018-07-14,100.0,70.0,0.0,100.0,70.0,0.0,100.0,70.0,0.0,90.0,64.0,0.0
2018 SJWA-rose-2,2018-07-15,99.0,69.0,0.0,99.0,69.0,0.0,100.0,70.0,0.0,90.0,62.0,0.0
2018 SJWA-rose-2,2018-07-16,98.0,68.0,0.0,98.0,68.0,0.0,98.0,70.0,0.0,89.0,62.0,0.0
2018 SJWA-rose-2,2018-07-17,99.0,66.0,0.0,99.0,66.0,0.0,101.0,70.0,0.0,88.0,64.0,0.0
2018 SJWA-rose-2,2018-07-18,94.0,69.0,0.0,94.0,69.0,0.0,96.0,70.0,0.0,86.0,63.0,0.0
2018 SJWA-rose-2,2018-07-19,98.0,68.0,0.0,98.0,68.0,0.0,100.0,70.0,0.0,89.0,64.0,0.0
2018 SJWA-rose-2,2018-07-20,91.0,68.0,0.0,91.0,68.0,0.0,92.0,70.0,0.0,84.0,63.0,0.0
2018 SJWA-rose-2,2018-07-21,96.0,66.0,0.0,96.0,66.0,0.0,96.0,68.0,0.0,89.0,64.0,0.0
2018 SJWA-rose-2,2018-07-22,100.0,67.0,0.0,100.0,67.0,0.0,100.0,68.0,0.0,92.0,64.0,0.0
2018 SJWA-rose-2,2018-07-23,106.0,71.0,0.0,107.0,74.0,0.0,106.0,71.0,0.0,98.0,67.0,0.0
2018 SJWA-rose-2,2018-07-24,107.0,75.0,0.0,107.0,77.0,0.0,109.0,75.0,0.0,98.0,68.0,0.0
2018 SJWA-rose-2,2018-07-25,108.0,75.0,0.0,108.0,75.0,0.0,108.0,75.0,0.0,96.0,66.0,0.0
2018 SJWA-rose-2,2018-07-26,105.0,75.0,0.0,105.0,76.0,0.0,106.0,75.0,0.0,88.0,64.0,0.0
2018 SJWA-rose-2,2018-07-27,104.0,69.0,0.0,104.0,70.0,0.0,105.0,69.0,0.0,99.0,62.0,0.0
2018 SJWA-rose-2,2018-07-28,101.0,69.0,0.0,101.0,70.0,0.0,101.0,69.0,0.0,86.0,65.0,0.0
2018 SJWA-rose-2,2018-07-29,99.0,69.0,0.0,99.0,69.0,0.0,100.0,70.0,0.0,96.0,63.0,0.0
2018 SJWA-rose-2,2018-07-30,99.0,71.0,0.0,99.0,71.0,0.0,100.0,74.0,0.0,94.0,68.0,0.0
2018 SJWA-rose-2,2018-07-31,100.0,73.0,0.0,100.0,73.0,0.0,103.0,74.0,0.0,95.0,68.0,0.0
2018 SJWA-rose-2,2018-08-01,100.0,71.0,0.0,102.0,71.0,0.0,100.0,72.0,0.0,97.0,69.0,0.0
2018 SJWA-rose-2,2018-08-02,98.0,72.0,0.0,98.0,72.0,0.0,99.0,76.0,0.0,92.0,68.0,0.0
2018 SJWA-rose-2,2018-08-03,100.0,70.0,0.0,100.0,70.0,0.0,101.0,72.0,0.0,95.0,69.0,0.0
2018 SJWA-rose-2,2018-08-04,101.0,70.0,0.0,101.0,70.0,0.0,102.0,70.0,0.0,97.0,64.0,0.0
2018 SJWA-rose-2,2018-08-05,100.0,69.0,0.0,101.0,69.0,0.0,100.0,82.0,0.0,96.0,63.0,0.0
2018 SJWA-rose-2,2018-08-06,107.0,67.0,0.0,107.0,70.0,0.0,109.0,66.0,0.0,100.0,67.0,0.0
2018 SJWA-rose-2,2018-08-07,106.0,73.0,0.0,106.0,77.0,0.0,109.0,73.0,0.0,101.0,70.0,0.0
2018 SJWA-rose-2,2018-08-08,100.0,70.0,0.0,100.0,70.0,0.0,102.0,72.0,0.0,97.0,69.0,0.0
2018 SJWA-rose-2,2018-08-09,101.0,71.0,0.0,102.0,71.0,0.0,101.0,71.0,0.0,101.0,73.0,0.0
2018 SJWA-rose-2,2018-08-10,94.0,71.0,0.0,94.0,71.0,0.0,96.0,77.0,0.0,92.0,71.0,0.0
2018 SJWA-rose-2,2018-08-11,94.0,68.0,0.0,96.0,67.0,0.0,94.0,68.0,0.0,94.0,68.0,0.0
2018 SJWA-rose-2,2018-08-12,94.0,67.0,0.0,94.0,67.0,0.0,95.0,70.0,0.0,89.0,67.0,0.0
2018 SJWA-rose-2,2018-08-13,95.0,65.0,0.0,95.0,65.0,0.0,95.0,68.0,0.0,87.0,64.0,0.0
2018 SJWA-rose-2,2018-08-14,95.0,64.0,0.0,95.0,64.0,0.0,95.0,65.0,0.0,87.0,63.0,0.0
2018 SJWA-rose-2,2018-08-15,95.0,64.0,0.0,95.0,64.0,0.0,96.0,65.0,0.0,86.0,64.0,0.0
2018 SJWA-rose-2,2018-08-16,95.0,67.0,0.0,95.0,67.0,0.0,96.0,69.0,0.0,87.0,64.0,0.0
2018 SJWA-rose-2,2018-08-17,97.0,68.0,0.0,97.0,68.0,0.0,98.0,70.0,0.0,89.0,65.0,0.0
2018 SJWA-rose-2,2018-08-18,97.0,68.0,0.0,97.0,68.0,0.0,97.0,71.0,0.0,89.0,66.0,0.0
2018 SJWA-rose-2,2018-08-19,98.0,67.0,0.0,98.0,67.0,0.0,99.0,69.0,0.0,89.0,63.0,0.0
2018 SJWA-rose-2,2018-08-20,94.0,68.0,0.0,94.0,68.0,0.0,94.0,69.0,0.0,85.0,65.0,0.0
2018 SJWA-rose-2,2018-08-21,95.0,64.0,0.0,95.0,64.0,0.0,95.0,67.0,0.0,87.0,63.0,0.0
2018 SJWA-rose-2,2018-08-22,90.0,65.0,0.0,96.0,64.0,0.0,90.0,66.0,0.0,89.0,65.0,0.0
2018 SJWA-rose-2,2018-08-23,94.0,64.0,0.0,94.0,64.0,0.0,95.0,66.0,0.0,87.0,62.0,0.0
2018 SJWA-rose-2,2018-08-24,92.0,63.0,0.0,93.0,61.0,0.0,92.0,63.0,0.0,85.0,64.0,0.0
2018 SJWA-rose-2,2018-08-25,91.0,63.0,0.0,91.0,61.0,0.0,93.0,63.0,0.0,86.0,64.0,0.0
2018 SJWA-rose-2,2018-08-26,91.0,62.0,0.0,91.0,58.0,0.0,92.0,62.0,0.0,87.0,64.0,0.0
2018 SJWA-rose-2,2018-08-27,91.0,62.0,0.0,91.0,56.0,0.0,91.0,62.0,0.0,87.0,62.0,0.0
2018 SJWA-rose-2,2018-08-28,90.0,59.0,0.0,90.0,59.0,0.0,91.0,59.0,0.0,86.0,60.0,0.0
2018 SJWA-rose-2,2018-08-29,94.0,63.0,0.0,95.0,63.0,0.0,94.0,63.0,0.0,91.0,62.0,0.0
2018 SJWA-rose-2,2018-08-30,96.0,62.0,0.0,96.0,64.0,0.0,98.0,62.0,0.0,93.0,62.0,0.0
2018 SJWA-rose-2,2018-08-31,95.0,60.0,0.0,95.0,62.0,0.0,96.0,60.0,0.0,89.0,60.0,0.0
2018 SJWA-rose-2,2018-09-01,89.0,61.0,0.0,89.0,61.0,0.0,90.0,61.0,0.0,80.0,61.0,0.0
2018 SJWA-rose-2,2018-09-02,87.0,62.0,0.0,88.0,60.0,0.0,87.0,62.0,0.0,82.0,63.0,0.0
2018 SJWA-rose-2,2018-09-03,90.0,63.0,0.0,90.0,60.0,0.0,93.0,63.0,0.0,82.0,63.0,0.0
2018 SJWA-rose-2,2018-09-04,92.0,61.0,0.0,92.0,60.0,0.0,93.0,62.0,0.0,80.0,61.0,0.0
2018 SJWA-rose-2,2018-09-05,92.0,61.0,0.0,92.0,59.0,0.0,92.0,61.0,0.0,83.0,62.0,0.0
2018 SJWA-rose-2,2018-09-06,94.0,61.0,0.0,94.0,62.0,0.0,95.0,61.0,0.0,85.0,60.0,0.0
2018 SJWA-rose-2,2018-09-07,102.0,63.0,0.0,102.0,63.0,0.0,104.0,63.0,0.0,89.0,60.0,0.0
2018 SJWA-rose-2,2018-09-08,103.0,66.0,0.0,103.0,75.0,0.0,105.0,66.0,0.0,97.0,63.0,0.0
2018 SJWA-rose-2,2018-09-09,99.0,64.0,0.0,99.0,72.0,0.0,101.0,64.0,0.0,98.0,59.0,0.0
2018 SJWA-rose-2,2018-09-10,94.0,62.0,0.0,94.0,65.0,0.0,95.0,62.0,0.0,89.0,56.0,0.01
2018 SJWA-rose-2,2018-09-11,90.0,58.0,0.0,90.0,61.0,0.0,91.0,58.0,0.0,84.0,55.0,0.01
2018 SJWA-rose-2,2018-09-12,92.0,58.0,0.0,92.0,58.0,0.0,92.0,57.0,0.0,87.0,60.0,0.0
2018 SJWA-rose-2,2018-09-13,94.0,59.0,0.0,95.0,63.0,0.0,94.0,57.0,0.0,91.0,59.0,0.0
2018 SJWA-rose-2,2018-09-14,97.0,65.0,0.0,97.0,66.0,0.0,99.0,60.0,0.0,95.0,65.0,0.0
2018 SJWA-rose-2,2018-09-15,93.0,63.0,0.0,93.0,65.0,0.0,95.0,61.0,0.0,92.0,63.0,0.0
2018 SJWA-rose-2,2018-09-16,93.0,64.0,0.0,93.0,65.0,0.0,95.0,61.0,0.0,91.0,64.0,0.0
2018 SJWA-rose-2,2018-09-17,94.0,64.0,0.0,94.0,64.0,0.0,95.0,61.0,0.0,91.0,64.0,0.0
2018 SJWA-rose-2,2018-09-18,93.0,59.0,0.0,93.0,62.0,0.0,95.0,56.0,0.0,89.0,59.0,0.0
2018 SJWA-rose-2,2018-09-19,91.0,55.0,0.0,92.0,59.0,0.0,91.0,55.0,0.0,87.0,52.0,0.0
2018 SJWA-rose-2,2018-09-20,93.0,60.0,0.0,93.0,64.0,0.0,96.0,60.0,0.0,80.0,56.0,0.0
2018 SJWA-rose-2,2018-09-21,95.0,60.0,0.0,95.0,61.0,0.0,96.0,60.0,0.0,87.0,58.0,0.0
2018 SJWA-rose-2,2018-09-22,97.0,63.0,0.0,97.0,67.0,0.0,100.0,63.0,0.0,90.0,60.0,0.0
2018 SJWA-rose-2,2018-09-23,92.0,64.0,0.0,92.0,65.0,0.0,92.0,64.0,0.0,84.0,59.0,0.0
2018 SJWA-rose-2,2018-09-24,85.0,60.0,0.0,85.0,60.0,0.0,85.0,58.0,0.0,74.0,61.0,0.0
2018 SJWA-rose-2,2018-09-25,85.0,56.0,0.0,86.0,56.0,0.0,85.0,56.0,0.0,79.0,58.0,0.0
2018 SJWA-rose-2,2018-09-26,100.0,59.0,0.0,100.0,63.0,0.0,101.0,59.0,0.0,84.0,55.0,0.0
2018 SJWA-rose-2,2018-09-27,98.0,62.0,0.0,98.0,69.0,0.0,100.0,62.0,0.0,88.0,60.0,0.0
2018 SJWA-rose-2,2018-09-28,93.0,64.0,0.0,93.0,69.0,0.0,94.0,64.0,0.0,82.0,57.0,0.0
2018 SJWA-rose-2,2018-09-29,87.0,60.0,0.0,88.0,61.0,0.0,87.0,59.0,0.0,86.0,60.0,0.0
2018 SJWA-rose-2,2018-09-30,90.0,61.0,0.0,89.0,61.0,0.0,91.0,62.0,0.0,90.0,60.0,0.0
2018 SJWA-rose-2,2018-10-01,88.0,66.0,0.0,86.0,66.0,0.0,88.0,65.0,0.0,93.0,69.0,0.0
2018 SJWA-rose-2,2018-10-02,82.0,66.0,0.0,79.0,68.0,0.0,82.0,66.0,0.0,82.0,63.0,0.0
2018 SJWA-rose-2,2018-10-03,80.0,60.0,0.0,78.0,60.0,0.0,80.0,60.0,0.0,81.0,62.0,0.0
2018 SJWA-rose-2,2018-10-04,77.0,61.0,0.0,77.0,60.0,0.12,76.0,61.0,0.0,78.0,62.0,0.0
2018 SJWA-rose-2,2018-10-05,81.0,59.0,0.0,81.0,58.0,0.06,82.0,59.0,0.0,78.0,60.0,0.0
2018 SJWA-rose-2,2018-10-06,71.0,57.0,0.0,70.0,56.0,0.0,71.0,57.0,0.0,72.0,59.0,0.0
2018 SJWA-rose-2,2018-10-07,75.0,58.0,0.0,75.0,57.0,0.0,78.0,59.0,0.0,75.0,58.0,0.0
2018 SJWA-rose-2,2018-10-08,79.0,54.0,0.0,79.0,52.0,0.0,80.0,54.0,0.0,77.0,54.0,0.0
2018 SJWA-rose-2,2018-10-09,79.0,51.0,0.0,79.0,51.0,0.0,79.0,51.0,0.0,76.0,55.0,0.0
2018 SJWA-rose-2,2018-10-10,75.0,51.0,0.0,75.0,50.0,0.0,76.0,51.0,0.0,74.0,52.0,0.0
2018 SJWA-rose-2,2018-10-11,74.0,58.0,0.0,74.0,55.0,0.0,74.0,59.0,0.0,77.0,58.0,0.0
2018 SJWA-rose-2,2018-10-12,84.0,53.0,0.0,84.0,53.0,0.0,83.0,51.0,0.0,86.0,57.0,0.86
2018 SJWA-rose-2,2018-10-13,62.0,56.0,0.51,59.0,56.0,0.77,65.0,59.0,0.51,62.0,56.0,0.28
2018 SJWA-rose-2,2018-10-14,75.0,57.0,0.0,75.0,56.0,0.0,74.0,58.0,0.0,78.0,57.0,0.0
2018 SJWA-rose-2,2018-10-15,75.0,53.0,0.0,75.0,53.0,0.0,74.0,52.0,0.0,79.0,59.0,0.0
2018 SJWA-rose-2,2018-10-16,77.0,51.0,0.0,76.0,51.0,0.0,77.0,47.0,0.0,82.0,54.0,0.0
2018 SJWA-rose-2,2018-10-17,80.0,53.0,0.0,80.0,53.0,0.0,79.0,51.0,0.0,85.0,55.0,0.0
2018 SJWA-rose-2,2018-10-18,84.0,55.0,0.0,84.0,55.0,0.0,83.0,50.0,0.0,88.0,57.0,0.0
2018 SJWA-rose-2,2018-10-19,86.0,58.0,0.0,84.0,58.0,0.0,86.0,58.0,0.0,90.0,62.0,0.0
2018 SJWA-rose-2,2018-10-20,86.0,59.0,0.0,86.0,59.0,0.0,86.0,52.0,0.0,91.0,62.0,0.0
2018 SJWA-rose-2,2018-10-21,83.0,56.0,0.0,83.0,59.0,0.0,84.0,54.0,0.0,81.0,56.0,0.0
2018 SJWA-rose-2,2018-10-22,82.0,52.0,0.0,82.0,57.0,0.0,82.0,52.0,0.0,79.0,51.0,0.01
2018 SJWA-rose-2,2018-10-23,84.0,54.0,0.0,85.0,57.0,0.0,84.0,54.0,0.0,77.0,54.0,0.0
2018 SJWA-rose-2,2018-10-24,86.0,54.0,0.0,86.0,59.0,0.0,87.0,54.0,0.0,80.0,54.0,0.0
2018 SJWA-rose-2,2018-10-25,86.0,56.0,0.0,86.0,61.0,0.0,86.0,53.0,0.0,82.0,56.0,0.0
2018 SJWA-rose-2,2018-10-26,92.0,61.0,0.0,91.0,62.0,0.0,92.0,55.0,0.0,92.0,61.0,0.0
2018 SJWA-rose-2,2018-10-27,92.0,62.0,0.0,92.0,65.0,0.0,92.0,56.0,0.0,95.0,62.0,0.0
2018 SJWA-rose-2,2018-10-28,90.0,63.0,0.0,90.0,64.0,0.0,90.0,55.0,0.0,83.0,63.0,0.0
2018 SJWA-rose-2,2018-10-29,81.0,57.0,0.0,81.0,61.0,0.0,81.0,54.0,0.0,77.0,57.0,0.0
2018 SJWA-rose-2,2018-10-30,78.0,51.0,0.0,78.0,49.0,0.0,78.0,51.0,0.0,79.0,56.0,0.0
2018 SJWA-rose-2,2018-10-31,79.0,53.0,0.0,79.0,53.0,0.0,78.0,48.0,0.0,84.0,55.0,0.0
2018 SJWA-rose-2,2018-11-01,84.0,55.0,0.0,81.0,55.0,0.0,84.0,47.0,0.0,87.0,56.0,0.0
2018 SJWA-rose-2,2018-11-02,86.0,59.0,0.0,86.0,59.0,0.0,86.0,52.0,0.0,92.0,61.0,0.0
2018 SJWA-rose-2,2018-11-03,89.0,61.0,0.0,88.0,61.0,0.0,89.0,53.0,0.0,90.0,61.0,0.0
2018 SJWA-rose-2,2018-11-04,85.0,59.0,0.0,88.0,61.0,0.0,85.0,55.0,0.0,85.0,59.0,0.0
2018 SJWA-rose-2,2018-11-05,80.0,57.0,0.0,80.0,57.0,0.0,80.0,50.0,0.0,76.0,57.0,0.0
2018 SJWA-rose-2,2018-11-06,78.0,51.0,0.0,78.0,49.0,0.0,80.0,51.0,0.0,75.0,55.0,0.0
2018 SJWA-rose-2,2018-11-07,75.0,50.0,0.0,75.0,50.0,0.0,77.0,47.0,0.0,75.0,53.0,0.0
2018 SJWA-rose-2,2018-11-08,79.0,54.0,0.0,79.0,48.0,0.0,77.0,54.0,0.0,84.0,56.0,0.0
2018 SJWA-rose-2,2018-11-09,78.0,50.0,0.0,77.0,50.0,0.0,78.0,38.0,0.0,81.0,59.0,0.0
2018 SJWA-rose-2,2018-11-10,79.0,50.0,0.0,77.0,50.0,0.0,79.0,36.0,0.0,81.0,51.0,0.0
2018 SJWA-rose-2,2018-11-11,75.0,49.0,0.0,75.0,49.0,0.0,72.0,38.0,0.0,80.0,49.0,0.0
2018 SJWA-rose-2,2018-11-12,75.0,46.0,0.0,75.0,46.0,0.0,70.0,38.0,0.0,78.0,54.0,0.0
2018 SJWA-rose-2,2018-11-13,73.0,47.0,0.0,73.0,47.0,0.0,71.0,38.0,0.0,75.0,59.0,0.0
2018 SJWA-rose-2,2018-11-14,77.0,50.0,0.0,75.0,50.0,0.0,77.0,47.0,0.0,80.0,59.0,0.0
2018 SJWA-rose-2,2018-11-15,80.0,50.0,0.0,78.0,50.0,0.0,80.0,41.0,0.0,81.0,54.0,0.0
2018 SJWA-rose-2,2018-11-16,77.0,53.0,0.0,77.0,53.0,0.0,76.0,45.0,0.0,78.0,55.0,0.0
2018 SJWA-rose-2,2018-11-17,74.0,49.0,0.0,74.0,49.0,0.0,74.0,42.0,0.0,74.0,50.0,0.0
2018 SJWA-rose-2,2018-11-18,77.0,51.0,0.0,77.0,51.0,0.0,76.0,45.0,0.0,79.0,52.0,0.0
2018 SJWA-rose-2,2018-11-19,75.0,54.0,0.0,73.0,54.0,0.0,75.0,43.0,0.0,80.0,54.0,0.0
2018 SJWA-rose-2,2018-11-20,73.0,50.0,0.0,73.0,50.0,0.0,73.0,46.0,0.0,73.0,53.0,0.0
2018 SJWA-rose-2,2018-11-21,70.5,46.5,0.0,69.0,45.0,0.0,,,0.0,72.0,48.0,0.0
2018 SJWA-rose-2,2018-11-22,66.0,52.0,0.09,63.0,52.0,0.0,,,0.09,69.0,52.0,0.2
2018 SJWA-rose-2,2018-11-23,66.5,47.0,0.0,65.0,46.0,0.0,,,0.0,68.0,48.0,0.0
2018 SJWA-rose-2,2018-11-24,67.0,48.0,0.0,66.0,48.0,0.0,67.0,48.0,0.0,67.0,53.0,0.0
2018 SJWA-rose-2,2018-11-25,75.0,49.0,0.0,74.0,49.0,0.0,75.0,44.0,0.0,80.0,51.0,0.0
2018 SJWA-rose-2,2018-11-26,76.0,50.0,0.0,75.0,50.0,0.0,76.0,44.0,0.0,80.0,52.0,0.0
2018 SJWA-rose-2,2018-11-27,76.0,53.0,0.0,75.0,54.0,0.0,77.0,43.0,0.0,76.0,53.0,0.0
2018 SJWA-rose-2,2018-11-28,67.0,49.0,0.0,67.0,49.0,0.0,66.0,43.0,0.0,67.0,49.0,0.0
2018 SJWA-rose-2,2018-11-29,56.0,51.0,0.58,54.0,50.0,0.34,56.0,52.0,0.58,56.0,51.0,1.78
2018 SJWA-rose-2,2018-11-30,61.0,50.5,0.25,60.0,49.0,0.25,61.0,50.0,0.69,62.0,51.0,0.11
2018 SJWA-rose-2,2018-12-01,59.0,47.0,0.0,59.0,45.0,0.0,59.0,47.0,0.0,62.0,50.0,0.0
2018 SJWA-rose-2,2018-12-02,59.0,44.0,0.0,59.0,43.0,0.0,59.0,44.0,0.0,62.0,46.0,0.0
2018 SJWA-rose-2,2018-12-03,66.0,41.0,0.0,65.0,41.0,0.0,66.0,40.0,0.0,69.0,44.0,0.0
2018 SJWA-rose-2,2018-12-04,67.0,47.0,0.0,64.0,47.0,0.0,67.0,43.0,0.0,73.0,49.0,0.0
2018 SJWA-rose-2,2018-12-05,52.0,44.0,0.22,52.0,44.0,0.22,51.0,38.0,0.13,53.0,45.0,0.35
2018 SJWA-rose-2,2018-12-06,56.0,49.0,1.0,56.0,49.0,0.3,56.0,48.0,1.0,59.0,49.0,1.34
2018 SJWA-rose-2,2018-12-07,66.0,46.0,0.13,65.0,46.0,0.69,66.0,46.0,0.13,67.0,49.0,0.02
2018 SJWA-rose-2,2018-12-08,70.0,45.0,0.0,70.0,45.0,0.0,70.0,41.0,0.0,73.0,47.0,0.0
2018 SJWA-rose-2,2018-12-09,71.0,49.0,0.0,70.0,49.0,0.0,71.0,42.0,0.0,72.0,50.0,0.0
2018 SJWA-rose-2,2018-12-10,64.0,52.0,0.0,62.0,52.0,0.0,64.0,47.0,0.0,67.0,53.0,0.0
2018 SJWA-rose-2,2018-12-11,69.0,49.0,0.0,68.0,49.0,0.0,70.0,46.0,0.0,69.0,49.0,0.0
2018 SJWA-rose-2,2018-12-12,67.0,45.0,0.0,67.0,46.0,0.0,67.0,40.0,0.0,66.0,45.0,0.0
2018 SJWA-rose-2,2018-12-13,76.0,48.0,0.0,75.0,48.0,0.0,76.0,39.0,0.0,79.0,48.0,0.0
2018 SJWA-rose-2,2018-12-14,66.0,52.0,0.0,66.0,52.0,0.0,65.0,44.0,0.0,68.0,53.0,0.0
2018 SJWA-rose-2,2018-12-15,75.0,51.0,0.0,75.0,51.0,0.0,75.0,46.0,0.0,77.0,52.0,0.0
2018 SJWA-rose-2,2018-12-16,74.0,51.0,0.0,74.0,54.0,0.0,75.0,42.0,0.0,74.0,51.0,0.0
2018 SJWA-rose-2,2018-12-17,65.0,48.0,0.0,65.0,48.0,0.0,65.0,45.0,0.0,65.0,48.0,0.0
2018 SJWA-rose-2,2018-12-18,68.0,45.0,0.0,67.0,45.0,0.0,68.0,45.0,0.0,70.0,50.0,0.0
2018 SJWA-rose-2,2018-12-19,78.0,48.0,0.0,77.0,48.0,0.0,78.0,41.0,0.0,79.0,49.0,0.0
2018 SJWA-rose-2,2018-12-20,81.0,53.0,0.0,81.0,57.0,0.0,82.0,43.0,0.0,80.0,53.0,0.0
2018 SJWA-rose-2,2018-12-21,69.0,53.0,0.0,69.0,55.0,0.0,69.0,47.0,0.0,66.0,53.0,0.0
2018 SJWA-rose-2,2018-12-22,73.0,48.0,0.0,71.0,50.0,0.0,73.0,40.0,0.0,74.0,48.0,0.0
2018 SJWA-rose-2,2018-12-23,72.0,48.0,0.0,72.0,51.0,0.0,73.0,43.0,0.0,68.0,48.0,0.0
2018 SJWA-rose-2,2018-12-24,70.0,48.0,0.0,70.0,50.0,0.0,70.0,41.0,0.0,68.0,48.0,0.0
2018 SJWA-rose-2,2018-12-25,58.0,47.0,0.35,57.0,45.0,0.44,58.0,47.0,0.35,58.0,47.0,0.19
2018 SJWA-rose-2,2018-12-26,62.0,40.0,0.0,61.0,40.0,0.0,62.0,38.0,0.0,64.0,42.0,0.0
2018 SJWA-rose-2,2018-12-27,59.0,40.0,0.0,57.0,40.0,0.0,59.0,37.0,0.0,63.0,44.0,0.0
2018 SJWA-rose-2,2018-12-28,56.0,38.0,0.0,54.0,38.0,0.0,56.0,35.0,0.0,59.0,42.0,0.0
2018 SJWA-rose-2,2018-12-29,59.0,33.0,0.0,59.0,33.0,0.0,59.0,29.0,0.0,62.0,37.0,0.0
2018 SJWA-rose-2,2018-12-30,63.0,40.0,0.0,63.0,40.0,0.0,63.0,32.0,0.0,63.0,40.0,0.0
2018 SJWA-rose-2,2018-12-31,52.0,42.0,0.36,48.0,42.0,0.44,52.0,44.0,0.36,59.0,42.0,0.2
2019 Colusa NWR 27-1,2019-01-01,52.5,36.0,0.0,53.0,38.0,0.0,52.0,34.0,0.0,,,
2019 Colusa NWR 27-1,2019-01-02,55.0,32.0,0.0,54.0,30.0,0.0,55.0,36.0,0.0,59.0,32.0,0.0
2019 Colusa NWR 27-1,2019-01-03,50.5,32.5,0.0,51.0,31.0,0.0,50.0,34.0,0.0,,,
2019 Colusa NWR 27-1,2019-01-04,52.0,33.5,0.0,52.0,30.0,0.0,52.0,37.0,0.0,,,
2019 Colusa NWR 27-1,2019-01-05,49.5,33.0,0.3,53.0,30.0,0.1,46.0,36.0,0.51,,,
2019 Colusa NWR 27-1,2019-01-06,46.5,39.0,1.21,49.0,38.0,0.22,44.0,40.0,2.2,,,
2019 Colusa NWR 27-1,2019-01-07,48.5,40.5,0.73,48.0,42.0,0.91,49.0,39.0,0.54,,,
2019 Colusa NWR 27-1,2019-01-08,48.5,45.0,0.14,48.0,44.0,0.04,49.0,46.0,0.24,,,
2019 Colusa NWR 27-1,2019-01-09,53.0,46.0,0.95,53.0,46.0,0.26,50.0,48.0,1.48,58.0,46.0,0.95
2019 Colusa NWR 27-1,2019-01-10,56.0,42.5,0.08,58.0,45.0,0.13,54.0,40.0,0.03,,,
2019 Colusa NWR 27-1,2019-01-11,53.0,42.0,0.05,53.0,42.0,0.03,48.0,41.0,0.05,54.0,46.0,0.12
2019 Colusa NWR 27-1,2019-01-12,54.0,41.0,0.06,53.0,40.0,0.02,55.0,42.0,0.09,,,
2019 Colusa NWR 27-1,2019-01-13,56.0,40.5,0.01,60.0,41.0,0.0,52.0,40.0,0.02,,,
2019 Colusa NWR 27-1,2019-01-14,53.0,40.5,0.02,58.0,40.0,0.0,48.0,41.0,0.05,,,
2019 Colusa NWR 27-1,2019-01-15,51.0,42.0,0.31,53.0,42.0,0.19,45.0,42.0,0.69,51.0,47.0,0.31
2019 Colusa NWR 27-1,2019-01-16,51.0,45.0,2.01,51.0,45.0,0.83,51.0,43.0,2.58,55.0,49.0,2.01
2019 Colusa NWR 27-1,2019-01-17,55.0,45.0,1.15,55.0,47.0,1.06,52.0,43.0,1.61,55.0,45.0,1.15
2019 Colusa NWR 27-1,2019-01-18,55.0,43.5,0.11,59.0,45.0,0.12,51.0,42.0,0.1,,,
2019 Colusa NWR 27-1,2019-01-19,56.5,45.0,0.04,59.0,43.0,0.0,54.0,47.0,0.09,,,
2019 Colusa NWR 27-1,2019-01-20,56.5,45.5,0.24,59.0,49.0,0.01,54.0,42.0,0.48,,,
2019 Colusa NWR 27-1,2019-01-21,59.0,39.0,0.0,63.0,40.0,0.0,52.0,33.0,0.16,59.0,39.0,0.0
2019 Colusa NWR 27-1,2019-01-22,58.0,38.0,0.0,55.0,39.0,0.0,58.0,38.0,0.0,64.0,38.0,0.0
2019 Colusa NWR 27-1,2019-01-23,57.0,38.0,0.0,57.0,38.0,0.0,57.0,37.0,0.0,64.0,43.0,0.0
2019 Colusa NWR 27-1,2019-01-24,60.0,40.0,0.0,55.0,36.0,0.0,65.0,44.0,0.0,,,
2019 Colusa NWR 27-1,2019-01-25,63.0,42.0,0.0,60.0,39.0,0.0,66.0,45.0,0.0,,,
