site,date,tmax,tmin,prcp,S1 Tmax,S1 Tmin,S1 Prcp,S2 Tmax,S2 Tmin,S2 Prcp,S3 Tmax,S3 Tmin,S3 Prcp
2017 Rush Ranch,2017-08-09,83.5,59.5,0.0,,,,83.0,60.0,0.0,84.0,59.0,0.0
2017 Rush Ranch,2017-08-10,85.5,59.5,0.0,,,,83.0,60.0,0.0,88.0,59.0,0.0
2017 Rush Ranch,2017-08-11,90.0,59.5,0.0,,,,87.0,59.0,0.0,93.0,60.0,0.0
2017 Rush Ranch,2017-08-12,88.5,60.0,0.0,,,,89.0,59.0,0.0,88.0,61.0,0.0
2017 Rush Ranch,2017-08-13,82.0,58.0,0.0,,,,81.0,58.0,0.0,83.0,58.0,0.0
2017 Rush Ranch,2017-08-14,79.0,59.5,0.0,,,,81.0,60.0,0.0,77.0,59.0,0.0
2017 Rush Ranch,2017-08-15,76.0,57.5,0.0,,,,76.0,59.0,0.0,76.0,56.0,0.0
2017 Rush Ranch,2017-08-16,83.5,55.5,0.0,,,,83.0,56.0,0.0,84.0,55.0,0.0
2017 Rush Ranch,2017-08-17,86.0,59.5,0.0,,,,84.0,61.0,0.0,88.0,58.0,0.0
2017 Rush Ranch,2017-08-18,87.0,58.5,0.0,,,,85.0,59.0,0.0,89.0,58.0,0.0
2017 Rush Ranch,2017-08-19,85.5,58.5,0.0,,,,87.0,59.0,0.0,84.0,58.0,0.0
2017 Rush Ranch,2017-08-20,82.5,59.5,0.0,,,,81.0,61.0,0.0,84.0,58.0,0.0
2017 Rush Ranch,2017-08-21,79.0,62.0,0.0,,,,79.0,62.0,0.0,79.0,62.0,0.0
2017 Rush Ranch,2017-08-22,88.0,59.5,0.0,,,,86.0,60.0,0.0,90.0,59.0,0.0
2017 Rush Ranch,2017-08-23,87.0,60.0,0.0,,,,84.0,60.0,0.0,90.0,60.0,0.0
2017 Rush Ranch,2017-08-24,85.0,59.0,0.0,,,,85.0,60.0,0.0,85.0,58.0,0.0
2017 Rush Ranch,2017-08-25,89.0,56.0,0.0,,,,86.0,57.0,0.0,92.0,55.0,0.0
2017 Rush Ranch,2017-08-26,102.0,57.5,0.0,,,,100.0,57.0,0.0,104.0,58.0,0.0
2017 Rush Ranch,2017-08-27,104.5,61.0,0.0,,,,103.0,57.0,0.0,106.0,65.0,0.0
2017 Rush Ranch,2017-08-28,105.5,64.0,0.0,,,,104.0,64.0,0.0,107.0,64.0,0.0
2017 Rush Ranch,2017-08-29,89.0,62.0,0.0,,,,89.0,62.0,0.0,,62.0,0.0
2017 Rush Ranch,2017-08-30,91.0,57.5,0.0,,,,90.0,58.0,0.0,92.0,57.0,0.0
2017 Rush Ranch,2017-08-31,100.0,57.5,0.0,,,,98.0,58.0,0.0,102.0,57.0,0.0
2017 Rush Ranch,2017-09-01,108.5,69.0,0.0,,,,107.0,70.0,0.0,110.0,68.0,0.0
2017 Rush Ranch,2017-09-02,110.0,71.0,0.0,,,,110.0,74.0,0.0,110.0,68.0,0.0
2017 Rush Ranch,2017-09-03,108.0,75.0,0.0,,,,108.0,75.0,0.0,,75.0,0.0
2017 Rush Ranch,2017-09-04,103.0,69.0,0.0,,,,103.0,70.0,0.0,,68.0,0.0
2017 Rush Ranch,2017-09-05,88.5,71.5,0.0,,,,87.0,70.0,0.0,90.0,73.0,0.0
2017 Rush Ranch,2017-09-06,87.0,65.5,0.0,,,,86.0,66.0,0.0,88.0,65.0,0.0
2017 Rush Ranch,2017-09-07,79.5,65.5,0.0,,,,81.0,66.0,0.0,78.0,65.0,0.0
2017 Rush Ranch,2017-09-08,83.5,60.5,0.0,,,,82.0,62.0,0.0,85.0,59.0,0.0
2017 Rush Ranch,2017-09-09,88.5,61.0,0.0,,,,87.0,61.0,0.0,90.0,61.0,0.0
2017 Rush Ranch,2017-09-10,97.5,61.5,0.0,,,,96.0,61.0,0.0,99.0,62.0,0.0
2017 Rush Ranch,2017-09-11,99.5,70.0,0.0,,,,99.0,71.0,0.0,100.0,69.0,0.0
2017 Rush Ranch,2017-09-12,96.0,67.5,0.0,,,,99.0,67.0,0.0,93.0,68.0,0.0
2017 Rush Ranch,2017-09-13,83.0,64.5,0.0,,,,87.0,65.0,0.0,79.0,64.0,0.0
2017 Rush Ranch,2017-09-14,76.5,61.5,0.01,,,,76.0,62.0,0.0,77.0,61.0,0.02
2017 Rush Ranch,2017-09-15,81.0,54.5,0.0,,,,80.0,57.0,0.0,82.0,52.0,0.0
2017 Rush Ranch,2017-09-16,82.0,55.5,0.0,,,,81.0,56.0,0.0,83.0,55.0,0.0
2017 Rush Ranch,2017-09-17,82.5,55.0,0.0,,,,83.0,55.0,0.0,82.0,55.0,0.0
2017 Rush Ranch,2017-09-18,81.0,67.5,0.0,,,,83.0,63.0,0.0,79.0,72.0,0.0
2017 Rush Ranch,2017-09-19,77.5,56.5,0.0,,,,77.0,58.0,0.0,78.0,55.0,0.0
2017 Rush Ranch,2017-09-20,77.5,58.5,0.0,,,,78.0,62.0,0.0,77.0,55.0,0.0
2017 Rush Ranch,2017-09-21,72.0,55.0,0.0,,,,71.0,56.0,0.0,73.0,54.0,0.0
2017 Rush Ranch,2017-09-22,73.5,49.5,0.0,,,,73.0,53.0,0.0,74.0,46.0,0.0
2017 Rush Ranch,2017-09-23,80.5,55.0,0.0,,,,80.0,51.0,0.0,81.0,59.0,0.0
2017 Rush Ranch,2017-09-24,83.0,52.0,0.0,,,,82.0,51.0,0.0,84.0,53.0,0.0
2017 Rush Ranch,2017-09-25,85.5,54.5,0.0,,,,86.0,55.0,0.0,85.0,54.0,0.0
2017 Rush Ranch,2017-09-26,91.5,55.0,0.0,,,,91.0,55.0,0.0,92.0,55.0,0.0
2017 Rush Ranch,2017-09-27,89.5,60.0,0.0,,,,89.0,60.0,0.0,90.0,60.0,0.0
2017 Rush Ranch,2017-09-28,90.5,59.0,0.0,,,,90.0,58.0,0.0,91.0,60.0,0.0
2017 Rush Ranch,2017-09-29,89.0,57.0,0.0,,,,91.0,57.0,0.0,87.0,57.0,0.0
2017 Rush Ranch,2017-09-30,82.0,56.5,0.0,,,,81.0,58.0,0.0,83.0,55.0,0.0
2017 Rush Ranch,2017-10-01,83.5,55.0,0.0,,,,82.0,55.0,0.0,85.0,55.0,0.0
2017 Rush Ranch,2017-10-02,82.0,62.0,0.0,,,,83.0,62.0,0.0,81.0,62.0,0.0
2017 Rush Ranch,2017-10-03,79.0,48.0,0.0,,,,79.0,52.0,0.0,79.0,44.0,0.0
2017 Rush Ranch,2017-10-04,78.0,50.5,0.0,,,,77.0,52.0,0.0,79.0,49.0,0.0
2017 Rush Ranch,2017-10-05,82.0,51.0,0.0,,,,81.0,51.0,0.0,83.0,51.0,0.0
2017 Rush Ranch,2017-10-06,86.0,53.0,0.0,,,,84.0,53.0,0.0,88.0,53.0,0.0
2017 Rush Ranch,2017-10-07,87.5,52.0,0.0,,,,88.0,53.0,0.0,87.0,51.0,0.0
2017 Rush Ranch,2017-10-08,83.0,53.5,0.0,,,,82.0,55.0,0.0,84.0,52.0,0.0
2017 Rush Ranch,2017-10-09,84.5,59.0,0.0,,,,87.0,53.0,0.0,82.0,65.0,0.0
2017 Rush Ranch,2017-10-10,80.5,65.5,0.0,,,,80.0,53.0,0.0,81.0,78.0,0.0
2017 Rush Ranch,2017-10-11,70.0,48.5,0.0,,,,70.0,47.0,0.0,,50.0,0.0
2017 Rush Ranch,2017-10-12,74.0,49.0,0.0,,,,73.0,45.0,0.0,75.0,53.0,0.0
2017 Rush Ranch,2017-10-13,76.5,47.0,0.0,,,,75.0,48.0,0.0,78.0,46.0,0.0
2017 Rush Ranch,2017-10-14,78.5,52.0,0.0,,,,77.0,49.0,0.0,80.0,55.0,0.0
2017 Rush Ranch,2017-10-15,80.5,46.5,0.0,,,,78.0,48.0,0.0,83.0,45.0,0.0
2017 Rush Ranch,2017-10-16,83.0,53.0,0.0,,,,81.0,54.0,0.0,85.0,52.0,0.0
2017 Rush Ranch,2017-10-17,82.5,53.0,0.0,,,,83.0,53.0,0.0,82.0,53.0,0.0
2017 Rush Ranch,2017-10-18,79.5,47.5,0.0,,,,81.0,47.0,0.0,78.0,48.0,0.0
2017 Rush Ranch,2017-10-19,75.0,52.5,0.0,,,,75.0,53.0,0.0,,52.0,0.0
2017 Rush Ranch,2017-10-20,63.5,49.0,0.22,,,,63.0,52.0,0.3,64.0,46.0,0.14
2017 Rush Ranch,2017-10-21,71.5,45.5,0.0,,,,70.0,46.0,0.0,73.0,45.0,0.0
2017 Rush Ranch,2017-10-22,73.0,47.5,0.0,,,,73.0,50.0,0.0,73.0,45.0,0.0
2017 Rush Ranch,2017-10-23,83.5,55.0,0.0,,,,81.0,55.0,0.0,86.0,55.0,0.0
2017 Rush Ranch,2017-10-24,89.0,56.5,0.0,,,,85.0,57.0,0.0,93.0,56.0,0.0
2017 Rush Ranch,2017-10-25,88.5,56.0,0.0,,,,89.0,56.0,0.0,88.0,56.0,0.0
2017 Rush Ranch,2017-10-26,87.0,51.5,0.0,,,,85.0,47.0,0.0,89.0,56.0,0.0
2017 Rush Ranch,2017-10-27,87.0,55.0,0.0,,,,88.0,56.0,0.0,86.0,54.0,0.0
2017 Rush Ranch,2017-10-28,85.5,53.0,0.0,,,,88.0,53.0,0.0,83.0,53.0,0.0
2017 Rush Ranch,2017-10-29,79.0,50.0,0.0,,,,81.0,50.0,0.0,77.0,50.0,0.0
2017 Rush Ranch,2017-10-30,64.0,51.5,0.0,,,,64.0,50.0,0.0,,53.0,0.0
2017 Rush Ranch,2017-10-31,69.0,47.0,0.0,,,,69.0,48.0,0.0,69.0,46.0,0.0
2017 Rush Ranch,2017-11-01,71.0,48.0,0.0,,,,71.0,49.0,0.0,71.0,47.0,0.0
2017 Rush Ranch,2017-11-02,69.5,47.0,0.0,,,,71.0,49.0,0.0,68.0,45.0,0.0
2017 Rush Ranch,2017-11-03,67.0,54.0,0.005,,,,68.0,55.0,0.0,66.0,53.0,0.01
2017 Rush Ranch,2017-11-04,63.5,55.5,0.02,,,,65.0,56.0,0.04,62.0,55.0,0.0
2017 Rush Ranch,2017-11-05,63.0,40.5,0.0,,,,65.0,43.0,0.0,61.0,38.0,0.0
2017 Rush Ranch,2017-11-06,64.0,44.5,0.0,,,,65.0,42.0,0.0,63.0,47.0,0.0
2017 Rush Ranch,2017-11-07,65.5,41.0,0.0,,,,65.0,41.0,0.0,66.0,41.0,0.0
2017 Rush Ranch,2017-11-08,63.5,46.5,0.175,,,,66.0,47.0,0.0,61.0,46.0,0.35
2017 Rush Ranch,2017-11-09,67.5,60.0,0.17,,,,68.0,65.0,0.0,67.0,55.0,0.34
2017 Rush Ranch,2017-11-10,66.5,54.5,0.05,,,,68.0,55.0,0.05,65.0,54.0,0.05
2017 Rush Ranch,2017-11-11,64.5,51.0,0.025,,,,64.0,48.0,0.0,65.0,54.0,0.05
2017 Rush Ranch,2017-11-12,64.5,47.0,0.0,,,,65.0,49.0,0.0,64.0,45.0,0.0
2017 Rush Ranch,2017-11-13,68.0,52.0,0.0,,,,69.0,53.0,0.0,67.0,51.0,0.0
2017 Rush Ranch,2017-11-14,65.0,48.0,0.0,,,,65.0,50.0,0.0,65.0,46.0,0.0
2017 Rush Ranch,2017-11-15,60.5,54.0,0.06,,,,64.0,58.0,0.0,57.0,50.0,0.12
2017 Rush Ranch,2017-11-16,58.5,53.0,1.63,,,,59.0,52.0,1.85,58.0,54.0,1.41
2017 Rush Ranch,2017-11-17,63.0,48.0,0.060000000000000005,,,,64.0,50.0,0.1,62.0,46.0,0.02
2017 Rush Ranch,2017-11-18,64.0,39.5,0.0,,,,63.0,39.0,0.0,65.0,40.0,0.0
2017 Rush Ranch,2017-11-19,61.5,46.0,0.0,,,,62.0,39.0,0.0,61.0,53.0,0.0
2017 Rush Ranch,2017-11-20,61.5,53.5,0.0,,,,62.0,54.0,0.0,61.0,53.0,0.0
2017 Rush Ranch,2017-11-21,67.0,50.5,0.0,,,,65.0,53.0,0.0,69.0,48.0,0.0
2017 Rush Ranch,2017-11-22,67.0,48.5,0.0,,,,65.0,50.0,0.0,69.0,47.0,0.0
2017 Rush Ranch,2017-11-23,67.5,51.0,0.0,,,,70.0,49.0,0.0,65.0,53.0,0.0
2017 Rush Ranch,2017-11-24,73.0,56.5,0.0,,,,72.0,59.0,0.0,74.0,54.0,0.0
2017 Rush Ranch,2017-11-25,69.0,52.5,0.0,,,,71.0,55.0,0.0,67.0,50.0,0.0
2017 Rush Ranch,2017-11-26,64.5,55.5,0.155,,,,66.0,56.0,0.06,63.0,55.0,0.25
2017 Rush Ranch,2017-11-27,63.5,44.5,0.045,,,,66.0,46.0,0.0,61.0,43.0,0.09
2017 Rush Ranch,2017-11-28,64.0,42.5,0.0,,,,66.0,42.0,0.0,62.0,43.0,0.0
2017 Rush Ranch,2017-11-29,65.5,42.0,0.0,,,,66.0,42.0,0.0,65.0,42.0,0.0
2017 Rush Ranch,2017-11-30,63.0,42.0,0.0,,,,,,0.0,63.0,42.0,0.0
2017 Rush Ranch,2017-12-01,62.0,40.0,0.0,,,,,,,62.0,40.0,0.0
2017 Rush Ranch,2017-12-02,60.0,42.0,0.0,,,,,,,60.0,42.0,0.0
2017 Rush Ranch,2017-12-03,60.0,41.0,0.0,,,,,,,60.0,41.0,0.0
2017 Rush Ranch,2017-12-04,62.0,,0.0,,,,,,,62.0,,0.0
